Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9
2014-01-10 10:58:19,1389351499,1195,5,0,0,0,0,0,82,0,0
2014-01-10 10:58:24,1389351504,1201,5,0,0,0,0,0,82,0,0
2014-01-10 10:58:29,1389351509,1201,5,0,0,0,0,0,85,0,0
2014-01-10 10:58:35,1389351515,1201,5,0,0,0,0,0,89,0,0
2014-01-10 10:58:39,1389351519,901,5,0,0,0,0,0,89,0,0
2014-01-10 10:58:44,1389351524,897,5,0,0,0,0,0,88,0,0
2014-01-10 10:58:50,1389351530,897,5,0,0,0,0,0,81,0,0
2014-01-10 10:58:54,1389351534,897,5,0,0,0,0,0,75,0,0
2014-01-10 10:59:05,1389351545,903,5,0,0,0,0,0,83,0,0
2014-01-10 10:59:09,1389351549,903,5,0,0,0,0,0,83,0,0
2014-01-10 10:59:20,1389351560,899,5,0,0,0,0,0,86,0,0
2014-01-10 10:59:24,1389351564,891,5,0,0,0,0,0,85,0,0
2014-01-10 10:59:35,1389351575,898,5,0,0,0,0,0,83,0,0
2014-01-10 10:59:39,1389351579,901,5,0,0,0,0,0,85,0,0
2014-01-10 10:59:50,1389351590,1227,5,0,0,0,0,0,83,0,0
2014-01-10 10:59:51,1389351591,1227,5,0,0,0,0,0,83,0,0
2014-01-10 11:00:05,1389351605,1213,5,0,0,0,0,0,84,0,0
2014-01-10 11:00:06,1389351606,1213,5,0,0,0,0,0,84,0,0
2014-01-10 11:00:19,1389351619,1213,5,0,0,0,0,0,85,0,0
2014-01-10 11:00:20,1389351620,1213,5,0,0,0,0,0,85,0,0
2014-01-10 11:00:21,1389351621,1210,5,0,0,0,0,0,85,0,0
2014-01-10 11:00:35,1389351635,1205,5,0,0,0,0,0,89,0,0
2014-01-10 11:00:36,1389351636,1205,5,0,0,0,0,0,89,0,0
2014-01-10 11:00:50,1389351650,1210,5,0,0,0,0,0,83,0,0
2014-01-10 11:01:04,1389351664,1201,5,0,0,0,0,0,82,0,0
2014-01-10 11:01:05,1389351665,1201,5,0,0,0,0,0,82,0,0
2014-01-10 11:01:19,1389351679,1205,5,0,0,0,0,0,86,0,0
2014-01-10 11:01:20,1389351680,1205,5,0,0,0,0,0,86,0,0
2014-01-10 11:01:34,1389351694,1207,5,0,0,0,0,0,86,0,0
2014-01-10 11:01:35,1389351695,1207,5,0,0,0,0,0,86,0,0
2014-01-10 11:01:49,1389351709,1202,5,0,0,0,0,0,85,0,0
2014-01-10 11:01:50,1389351710,1203,5,0,0,0,0,0,85,0,0
2014-01-10 11:02:04,1389351724,1215,5,0,0,0,0,0,85,0,0
2014-01-10 11:02:05,1389351725,1215,5,0,0,0,0,0,88,0,0
2014-01-10 11:02:19,1389351739,1211,5,0,0,0,0,0,85,0,0
2014-01-10 11:02:20,1389351740,1211,5,0,0,0,0,0,85,0,0
2014-01-10 11:02:34,1389351754,1210,5,0,0,0,0,0,89,0,0
2014-01-10 11:02:35,1389351755,1204,5,0,0,0,0,0,89,0,0
