Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9
2014-03-06 16:23:19,1394122999,185,15,0,7,0,0,0,0,0,0
2014-03-06 16:23:33,1394123013,188,15,0,7,0,0,0,0,0,0
2014-03-06 16:23:41,1394123021,186,15,0,7,0,0,0,0,0,0
2014-03-06 16:23:48,1394123028,187,15,0,7,0,0,0,0,0,0
2014-03-06 16:23:56,1394123036,185,0,0,7,0,0,0,0,0,0
2014-03-06 16:24:02,1394123042,189,0,0,7,0,0,0,0,0,0
2014-03-06 16:24:10,1394123050,187,0,0,7,0,0,0,0,0,0
2014-03-06 16:24:17,1394123057,186,0,0,7,0,0,0,0,0,0
2014-03-06 16:24:19,1394123059,186,0,0,7,0,0,0,0,0,0
2014-03-06 16:24:25,1394123065,196,15,0,7,0,0,0,0,0,0
2014-03-06 16:24:31,1394123071,196,15,0,7,0,0,0,0,0,0
2014-03-06 16:24:33,1394123073,196,15,0,7,0,0,0,0,0,0
2014-03-06 16:24:39,1394123079,198,15,0,7,0,0,0,0,0,0
2014-03-06 16:24:40,1394123080,198,15,0,7,0,0,0,0,0,0
2014-03-06 16:24:46,1394123086,194,15,0,7,0,0,0,0,0,0
2014-03-06 16:24:48,1394123088,194,15,0,7,0,0,0,0,0,0
2014-03-06 16:24:54,1394123094,196,15,0,7,0,0,0,0,0,0
2014-03-06 16:24:55,1394123095,196,15,0,7,0,0,0,0,0,0
2014-03-06 16:25:00,1394123100,198,15,0,7,0,0,0,0,0,0
2014-03-06 16:25:02,1394123102,199,15,0,7,0,0,0,0,0,0
2014-03-06 16:25:08,1394123108,199,15,0,7,0,0,0,0,0,0
2014-03-06 16:25:09,1394123109,199,15,0,7,0,0,0,0,0,0
2014-03-06 16:25:15,1394123115,198,15,0,7,0,0,0,0,0,0
2014-03-06 16:25:17,1394123117,198,15,0,7,0,0,0,0,0,0
2014-03-06 16:25:19,1394123119,198,15,0,6,0,0,0,0,0,0
2014-03-06 16:25:23,1394123123,240,15,0,6,0,0,0,0,0,0
2014-03-06 16:25:24,1394123124,240,15,0,6,0,0,0,0,0,0
2014-03-06 16:25:29,1394123129,266,15,0,7,0,0,0,0,0,0
