Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9
2014-03-07 10:33:18,1394188398,225,0,0,116,0,0,0,19,20,1
2014-03-07 10:33:32,1394188412,225,0,0,117,0,0,0,19,20,1
2014-03-07 10:33:47,1394188427,223,0,0,116,0,0,0,20,20,1
2014-03-07 10:34:18,1394188458,221,0,0,115,0,0,0,19,20,1
2014-03-07 10:34:33,1394188473,221,0,0,115,0,0,0,20,20,1
2014-03-07 10:34:47,1394188487,221,0,0,115,0,0,0,19,20,1
2014-03-07 10:35:01,1394188501,221,0,0,116,0,0,0,19,20,1
2014-03-07 10:35:15,1394188515,224,0,0,116,0,0,0,19,20,1
2014-03-07 10:35:19,1394188519,224,0,0,116,0,0,0,19,20,1
2014-03-07 10:35:30,1394188530,223,0,0,116,0,0,0,19,20,1
2014-03-07 10:35:33,1394188533,222,0,0,116,0,0,0,19,20,1
2014-03-07 10:35:44,1394188544,225,0,0,115,0,0,0,19,20,1
2014-03-07 10:35:47,1394188547,223,0,0,115,0,0,0,19,20,1
2014-03-07 10:35:58,1394188558,224,0,0,115,0,0,0,19,20,1
2014-03-07 10:36:01,1394188561,224,0,0,115,0,0,0,19,20,1
2014-03-07 10:36:12,1394188572,223,0,0,115,0,0,0,19,20,1
2014-03-07 10:36:16,1394188576,224,0,0,115,0,0,0,19,20,1
2014-03-07 10:36:19,1394188579,224,0,0,115,0,0,0,19,20,1
2014-03-07 10:36:27,1394188587,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:36:30,1394188590,145,0,0,9,0,0,0,19,20,1
2014-03-07 10:36:33,1394188593,145,0,0,9,0,0,0,19,20,1
2014-03-07 10:36:44,1394188604,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:36:47,1394188607,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:36:59,1394188619,143,0,0,9,0,0,0,20,20,1
2014-03-07 10:37:02,1394188622,143,0,0,9,0,0,0,20,20,1
2014-03-07 10:37:13,1394188633,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:37:16,1394188636,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:37:19,1394188639,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:37:27,1394188647,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:37:31,1394188651,142,0,0,9,0,0,0,19,20,1
2014-03-07 10:37:35,1394188655,142,0,0,9,0,0,0,19,20,1
2014-03-07 10:37:45,1394188665,143,0,0,9,0,0,0,20,20,1
2014-03-07 10:37:49,1394188669,143,0,0,9,0,0,0,20,20,1
2014-03-07 10:38:00,1394188680,142,0,0,9,0,0,0,19,19,1
2014-03-07 10:38:04,1394188684,143,0,0,9,0,0,0,19,19,1
2014-03-07 10:38:14,1394188694,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:38:18,1394188698,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:38:19,1394188699,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:38:28,1394188708,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:38:32,1394188712,142,0,0,9,0,0,0,20,20,1
2014-03-07 10:38:33,1394188713,142,0,0,9,0,0,0,20,20,1
2014-03-07 10:38:47,1394188727,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:38:48,1394188728,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:39:02,1394188742,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:39:03,1394188743,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:39:16,1394188756,145,0,0,9,0,0,0,19,19,1
2014-03-07 10:39:17,1394188757,145,0,0,9,0,0,0,19,19,1
2014-03-07 10:39:19,1394188759,145,0,0,9,0,0,0,19,20,1
2014-03-07 10:39:31,1394188771,143,0,0,9,0,0,0,20,20,1
2014-03-07 10:39:32,1394188772,143,0,0,9,0,0,0,20,20,1
2014-03-07 10:39:34,1394188774,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:39:47,1394188787,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:39:49,1394188789,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:40:02,1394188802,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:40:04,1394188804,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:40:16,1394188816,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:40:18,1394188818,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:40:19,1394188819,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:40:30,1394188830,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:40:33,1394188833,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:40:34,1394188834,144,0,0,9,0,0,0,19,19,1
2014-03-07 10:40:47,1394188847,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:40:48,1394188848,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:41:01,1394188861,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:41:02,1394188862,143,0,0,9,0,0,0,19,20,1
2014-03-07 10:41:16,1394188876,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:41:17,1394188877,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:41:19,1394188879,144,0,0,9,0,0,0,19,20,1
2014-03-07 10:41:31,1394188891,157,0,0,9,0,0,0,19,20,1
2014-03-07 10:41:34,1394188894,157,0,0,9,0,0,0,19,20,1
2014-03-07 10:41:46,1394188906,217,13,0,9,0,0,0,20,19,1
2014-03-07 10:41:48,1394188908,217,12,0,9,0,0,0,20,20,1
2014-03-07 10:42:00,1394188920,200,0,0,9,0,0,0,19,19,1
2014-03-07 10:42:02,1394188922,200,0,0,9,0,0,0,19,19,1
2014-03-07 10:42:14,1394188934,200,0,0,9,0,0,0,19,19,1
2014-03-07 10:42:16,1394188936,200,0,0,9,0,0,0,19,19,1
2014-03-07 10:42:19,1394188939,200,0,0,9,0,0,0,19,20,1
2014-03-07 10:42:29,1394188949,202,0,0,9,0,0,0,19,20,1
2014-03-07 10:42:31,1394188951,202,0,0,9,0,0,0,19,20,1
2014-03-07 10:42:33,1394188953,202,0,0,9,0,0,0,19,19,1
2014-03-07 10:42:45,1394188965,202,0,0,9,0,0,0,19,20,1
2014-03-07 10:42:48,1394188968,202,0,0,9,0,0,0,19,20,1
2014-03-07 10:42:59,1394188979,204,0,0,9,0,0,0,19,20,1
2014-03-07 10:43:02,1394188982,204,0,0,9,0,0,0,19,20,1
2014-03-07 10:43:14,1394188994,207,0,0,9,0,0,0,19,20,1
2014-03-07 10:43:17,1394188997,207,0,0,9,0,0,0,20,20,1
2014-03-07 10:43:19,1394188999,207,0,0,9,0,0,0,20,20,1
2014-03-07 10:43:28,1394189008,205,0,0,9,0,0,0,19,20,1
2014-03-07 10:43:31,1394189011,205,0,0,9,0,0,0,19,20,1
2014-03-07 10:43:33,1394189013,205,0,0,9,0,0,0,19,20,1
2014-03-07 10:43:45,1394189025,206,0,0,9,0,0,0,19,20,1
2014-03-07 10:43:47,1394189027,206,0,0,9,0,0,0,19,19,1
2014-03-07 10:44:00,1394189040,209,0,0,9,0,0,0,19,20,1
2014-03-07 10:44:01,1394189041,209,0,0,9,0,0,0,19,20,1
2014-03-07 10:44:14,1394189054,209,0,0,9,0,0,0,19,20,1
2014-03-07 10:44:16,1394189056,208,0,0,9,0,0,0,19,20,1
2014-03-07 10:44:18,1394189058,208,0,0,9,0,0,0,19,20,1
2014-03-07 10:44:28,1394189068,207,0,0,9,0,0,0,19,19,1
2014-03-07 10:44:30,1394189070,207,0,0,9,0,0,0,19,19,1
2014-03-07 10:44:33,1394189073,207,0,0,9,0,0,0,19,19,1
2014-03-07 10:44:45,1394189085,208,0,8,9,0,0,0,19,20,1
2014-03-07 10:44:47,1394189087,219,0,8,9,0,0,0,19,20,1
