Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9
2013-12-17 17:26:20,1387301180,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:26:36,1387301196,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:26:51,1387301211,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:27:07,1387301227,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:27:19,1387301239,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:27:22,1387301242,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:27:35,1387301255,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:27:37,1387301257,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:27:50,1387301270,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:28:05,1387301285,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:28:19,1387301299,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:28:21,1387301301,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:28:35,1387301315,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:28:36,1387301316,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:28:50,1387301330,196,0,0,0,0,1,0,0,5,0
2013-12-17 17:28:52,1387301332,196,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:06,1387301346,200,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:07,1387301347,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:19,1387301359,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:21,1387301361,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:23,1387301363,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:35,1387301375,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:37,1387301377,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:38,1387301378,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:50,1387301390,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:29:52,1387301392,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:06,1387301406,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:08,1387301408,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:20,1387301420,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:21,1387301421,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:23,1387301423,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:35,1387301435,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:37,1387301437,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:39,1387301439,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:51,1387301451,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:30:52,1387301452,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:06,1387301466,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:08,1387301468,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:19,1387301479,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:22,1387301482,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:23,1387301483,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:34,1387301494,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:37,1387301497,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:39,1387301499,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:50,1387301510,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:31:53,1387301513,201,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:05,1387301525,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:08,1387301528,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:19,1387301539,196,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:21,1387301541,196,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:24,1387301544,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:35,1387301555,201,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:36,1387301556,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:39,1387301559,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:50,1387301570,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:32:52,1387301572,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:06,1387301586,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:07,1387301587,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:19,1387301599,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:21,1387301601,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:23,1387301603,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:35,1387301615,200,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:37,1387301617,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:38,1387301618,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:50,1387301630,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:33:52,1387301632,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:06,1387301646,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:08,1387301648,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:19,1387301659,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:21,1387301661,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:23,1387301663,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:35,1387301675,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:37,1387301677,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:39,1387301679,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:50,1387301690,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:34:52,1387301692,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:06,1387301706,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:08,1387301708,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:19,1387301719,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:21,1387301721,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:23,1387301723,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:35,1387301735,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:36,1387301736,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:39,1387301739,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:50,1387301750,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:35:52,1387301752,198,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:05,1387301765,200,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:07,1387301767,200,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:19,1387301779,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:21,1387301781,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:23,1387301783,196,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:35,1387301795,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:36,1387301796,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:38,1387301798,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:50,1387301810,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:36:52,1387301812,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:37:06,1387301826,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:37:07,1387301827,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:37:20,1387301840,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:37:21,1387301841,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:37:23,1387301843,199,0,0,0,0,1,0,0,5,0
2013-12-17 17:37:35,1387301855,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:37:37,1387301857,197,0,0,0,0,1,0,0,5,0
2013-12-17 17:37:38,1387301858,197,0,0,0,0,1,0,0,5,0
