Time,Unix,Aggregate,Appliance1,Appliance2,Appliance3,Appliance4,Appliance5,Appliance6,Appliance7,Appliance8,Appliance9
2013-09-17 22:08:11,1379455691,695,88,0,0,0,0,0,0,0,0
2013-09-17 22:08:18,1379455698,694,88,0,0,0,0,0,0,0,0
2013-09-17 22:08:26,1379455706,694,88,0,0,0,0,0,0,0,0
2013-09-17 22:08:34,1379455714,702,88,0,0,0,0,0,0,0,0
2013-09-17 22:08:42,1379455722,700,88,0,0,0,0,0,0,0,0
2013-09-17 22:08:50,1379455730,702,88,0,0,0,0,0,0,0,0
2013-09-17 22:08:58,1379455738,696,88,0,0,0,0,0,0,0,0
2013-09-17 22:09:06,1379455746,696,88,0,0,0,0,0,0,0,0
2013-09-17 22:09:11,1379455751,691,87,0,0,0,0,0,0,0,0
2013-09-17 22:09:13,1379455753,701,88,0,0,0,0,0,0,0,0
2013-09-17 22:09:19,1379455759,703,88,0,0,0,0,0,0,0,0
2013-09-17 22:09:21,1379455761,703,88,0,0,0,0,0,0,0,0
2013-09-17 22:09:27,1379455767,697,87,0,0,0,0,0,0,0,0
2013-09-17 22:09:35,1379455775,696,87,0,0,0,0,0,0,0,0
2013-09-17 22:09:43,1379455783,684,87,0,0,0,0,0,0,0,0
2013-09-17 22:09:51,1379455791,694,87,0,0,0,0,0,0,0,0
2013-09-17 22:09:58,1379455798,243,87,0,0,0,0,0,0,0,0
2013-09-17 22:10:06,1379455806,812,88,0,0,0,0,0,0,0,0
2013-09-17 22:10:10,1379455810,812,87,0,0,0,0,0,0,0,0
2013-09-17 22:10:15,1379455815,808,87,0,0,0,0,0,0,0,0
2013-09-17 22:10:18,1379455818,808,87,0,0,0,0,0,0,0,0
2013-09-17 22:10:23,1379455823,815,87,0,0,0,0,0,0,0,0
2013-09-17 22:10:26,1379455826,820,87,0,0,0,0,0,0,0,0
2013-09-17 22:10:35,1379455835,819,87,0,0,0,0,0,0,0,0
2013-09-17 22:10:43,1379455843,814,87,0,0,0,0,0,0,0,0
2013-09-17 22:10:51,1379455851,818,87,0,0,0,0,0,0,0,0
2013-09-17 22:10:59,1379455859,813,87,0,0,0,0,0,0,0,0
2013-09-17 22:11:07,1379455867,809,87,0,0,0,0,0,0,0,0
2013-09-17 22:11:11,1379455871,809,87,0,0,0,0,0,0,0,0
